ID,"Submit Year","Start Year",Title,Description,Institution,Investigators,Discipline
298242,2011,2011,"Best Practice Model for the Integration of Community Pharmacists in the Primary Health Care Setting",,"University of Technology, Sydney","Prof Shalom I Benrimoj; Ms Debra Johnson; Ms Rebecca Jessop",
DP130101113,2012,2013,"Dynamic Resilience an Stability Properties of Marine Systems: the Importance of Environment-Engineer Feedbacks in Kelp Forests",,"University of Technology, Sydney","Dr Paul E Gribben; Miss Kate Fuery; Ms Cherry Y Siu",
143838,2009,2010,"Luscious Apparatus: costume-wearable technologies informed by bodyweather performance",,"University of Technology, Sydney","Dr Lian Loke; Ms Olivia Parker",
0298347,2012,2012,"Evaluation and Ceritification of Plywood - Ongoing 3rd party Validation - SPB and SPK",,"University of Technology, Sydney","Prof Keith I Crews; Mr Craig A Archer; Dr Kai O Kruse",
ADRA0800215,,2009,"Assessing the Cost-effectiveness & Sustainability of Sanitation Infrastructure Options for Peri-urban Areas: A Case Study of Can Tho, Vietnam",,"University of Technology, Sydney","Dr Juliet R Willetts; Ms Adizatu Yunusa; Mr Mark Berlage",
FR110047,2010,2010,"Combining novel techniques to understand coastal marine fish conservation and connectivity.",,"University of Technology, Sydney","Prof David J Booth; Ms Jaine P Stockler; Ms Olivia Parker",
PRJ-007578,,2012,"New Immigrants Improving Productivity in Australian Agriculture",,"University of Technology, Sydney","Prof John H Collins; Miss Meghna David; Mr Patutai T Toki",
13055,2011,2012,"Examining Changes in Trace Metal Concentration in Alzheimers's Disease at the Cellular Level",,"University of Technology, Sydney","Dr Dominic J Hare; Dr Nerida A Cole",
298354,2012,2012,"Conduct impact attenuation testing in accordance to AS/NZS 4422:1996 (David Eager for Hobart City Council)",,"University of Technology, Sydney","A/Prof David M Eager; Ms Debra Johnson; Mr Richard Griffiths",
LP0990087R1,2008,2009,"Development of Low Cost, High Quality Nitrides for Solid-State Lighting and Other Power Saving Applications","The aim of this project is to develop growth and post-growth processing techniques to significantly improve the electrical properties of nitride materials and the performance of nitride devices, in particular high brightness white light-emitting diodes (LEDs). The project will utilize recent Australian advances in low temperature nitride growth technologies and variable pressure electron microscopy to conduct in-situ controlled atmosphere heat treatments and characterisation of the light emission efficiency. These studies will facilitate development of detailed procedures to improve the performance and lower the cost of nitride-based LEDs, making these devices price-competitive with current lighting technologies'',","University of Technology, Sydney","Prof Matthew R Phillips; Dr Kenneth Scott Butcher; Ms Karyn Joyner; Dr Marie Wintrebert-fouquet","Nitrides, Materials Engineering, Materials Characterisation, Semiconductor Fabrication, Optoelectronics,"
DP110100061,2010,2011,"Fast Approximate Inference Methods for Flexible Regression","Flexible regression is now a mainstay of statistical analysis of complex data sets. This project will gear up flexible regression for larger problems brought about by the current era of rapid technological change. It will draw upon approximate inference methods developed in Computer Science, leading to new statistical methodology for fast analyses. It will also develop novel statistical theory and new methodology for neuroimage data. The project will allow analyses of large data sets that would not even be attempted using currently available methods, opening up a wide range of new applications.","University of Technology, Sydney","Prof Matthew P Wand","Variational Bayes, Penalised splines, wavelets, expectation propagation, longitudinal data analysis, measurement error models, neuroscience."
APP1001436,,2010,"Centre for Informing Policy in Health with Evidence from Research (CIPHER)",,"University of Technology, Sydney","Prof sally Redman; Prof Jordan J Louviere; Prof Louisa Jorm; Prof Sally Green; Prof Catherine D'Este; Ms Deborah Frew; Dr Anthony Shakeshaft; Prof Rob Sanson-Fisher; Prof Huw Davies; Dr Heidi J Worsley",
LP100200122,2010,2011,"Biotic connectivity within the temperate Australian marine protected area network at three levels of biodiversity: communities, populations and genes.","Project outcomes will improve management of coastal biodiversity through a multi-state collaboration of managers, marine ecologists, population geneticists and taxonomists. Sites most needed within marine protected area networks for maintaining resilience of populations across seascapes will be identified, including sites with exceptional endemism or key roles.","University of Technology, Sydney","Prof David J Booth; Prof Graham J Edgar; Dr Rick D Stuart-Smith; Dr Alan Jordan; Prof David J Ayre; A/Prof Jonathon M Waters; Dr Timothy D O'Hara; Dr Gary C Poore","marine reserves, invertebrates, biogeography, population genetics, marine protected areas."
DP110103197,2010,2011,"Ethnic discrimination in the private rental housing market","University of Western Sydney led project - Paired testing protocols, as used in North American and Europe, will be used for the first time in Australia to test for ethnic discrimination in the allocation of private rental housing. This will fill a significant gap in current knowledge, and provide an evidence for policy action and remedies.","University of Technology, Sydney","Prof Kevin M Dunn; A/Prof Heather I MacDonald; Dr Yin C Paradies; Dr Rae Dufty","prejudice, paired testing, ethnic discrimination, rental housing"
DP110102886,2010,2011,"A multi-sited, multi-species approach to life at the edge of catastrophe in the Asia-Pacific region",,"University of Technology, Sydney","Dr Thom Van Dooren",
LP110100489,2010,2011,"Reconnecting and engaging superannuation fund members",,"University of Technology, Sydney","Prof Susan J Thorp; Prof Andreas Ortmann; Ms Hazel  Bateman; Dr Loretti I Dobrescu; Dr Benjamin R Newell; Prof Glenn W Harrison; Prof Nathaniel T Wilcox",
LE130100019,2012,2013,"A transportable containerised laboratory for rapid cell sorting and high-resolution bioimaging of living aquatic microbes in field locations","Microbes sustain life on Earth, yet are poorly understood in the marine and aquatic realms due to inadequacies of current field-based methods - researchers must kill or cryopreserve microbes, rather than study living cells. This proposal will overcome this problem by delivering a purpose-built, transportable, live cell analysis laboratory that will house a high-speed BD Influx Mariner rapid sorting flow cytometer and a BD Pathway 855 high-resolution bioimager, to analyse living microbes on location. In an Australian first, this laboratory will facilitate an unprecedented level of discovery of microbial function for leading marine and aquatic researchers, knowledge that is essential to safeguard the health of our planet.","University of Technology, Sydney","Dr Martina A Doblin; Dr Justin R Seymour; Prof Peter J Ralph; Prof Saravanamuth Vigneswaran; A/Prof Cynthia B Whitchurch; A/Prof Iain Suthers; Prof Peter David Steinberg; Dr Mark V Brown; Dr Belinda Ferrari; Dr Shauna A Murray; Ian T. Paulsen; Doctor Martin Luke Ostrowski; Doctor Leanne Kay Armand; Am Waite; Dr Gustaaf M Hallegraeff; Dr Christopher Bolch","microbial ecology,marine biogeochemistry,ecogenomics"
DP110105484,,2011,"Beyond metamaterials: new composites for transforming photonics","A University of Sydney Administered Project - Composites containing metamaterials, new materials with extraordinary electromagnetic properties, are opening new horizons in optical physics, with the potential to deliver a range of unprecedented functionalities. This project will clarify the exotic physics of these revolutionary new materials, leading to new photonics applications.","University of Technology, Sydney","Dr Christopher G Poulton; Prof Ross C McPhedran; Prof Lindsay C Botten","metamaterials, composite materials, photonics"
FT110100800,2011,2011,"Lithium-air battery: a green energy source for the sustainable future","This project aims to develop high energy lithium-air batteries for electrification of road transportation and the smart grid. Lithium-air batteries have the same level of theoretical and practical energy density as gasoline. As a new and emerging green energy technology, lithium-air battery systems can deliver ten times more energy than that of the current lithium ion batteries and represent a quantum jump in the development of sustainable energy storage and conversion. Through the combination of computation, modelling, and extensive experimental investigation, we expect to significantly improve the electrochemical performance, electrical efficiency and safety of lithium-air batteries and establish this state-of-the art technology.","University of Technology, Sydney","Prof Guoxiu Wang","Lithium-air battery;Porous materials;Carbon materials"
